Name,House Number,Street,City,Postcode
Studio on Chestnut,2233,Chestnut Street,San Francisco,
Partita Jewelry,2235,Chestnut Street,San Francisco,
Squat & Gobble,2263,Chestnut Street,,94123
The UPS Store,,,San Francisco,
dress San Francisco,2271,Chestnut Street,San Francisco,
Jack's,2275,Chestnut Street,San Francisco,
Ciao Bella Nail Salon,2277,Chestnut Street,San Francisco,
Carmine F. Vicino,2281,Chestnut Street,San Francisco,
The New Nails,2291,Chestnut Street,San Francisco,
Renee Rivera Hair Accessories,,,San Francisco,
Marina Chiropractic,2295,Chestnut Street,San Francisco,
Marina Deli & Liquor,2299,Chestnut Street,San Francisco,
Central Coffee and Tea,,,,
Panhandle Toilets,,,,94117
North East Medical Services (NEMS),1520,Stockton Street,,94133
Fishermen's and Seamen's Memorial Chapel,,,,
Dolphin Swimming & Boating Club (est. 1877),502,Jefferson Street,San Francisco,
South End Rowing Club (est. 1873),,,,
San Francisco Sea Scout Base,,,,
Aquatic Park Bocce Ball,,,,
24 Hour Fitness,1200,Van Ness Avenue,,
Stamen Design,,,,
Muddy Waters,521,Valencia Street,,
Pancho Villa,3071,16th Street,,
El Toro,598,Valencia Street,,
Swig,561,Geary Street,,
Denny's,,,,
5th Street & Natoma Street,,,,
5th Street & Mission Street,,,,
Mission Street & 5th Street,,,,
Mission Street & 6th Street,,,,
Mission Street & 7th Street,,,,
Mission Street & 8th Street,,,,
Mission Street & 9th Street,,,,
Otis Street & 12th Street,,,,
Mission Street & South Van Ness Avenue,,,,
Mission Street & 13th Street,,,,
150 Otis Street,,,,
Mission Street & 14th Street,,,,
Mission Street & 16th Street,,,,
16th Street & Mission Street,,,,
18th Street & Mission Street,,,,
Mission Street & 18th Street,,,,
AMC Dine-In Kabuki 8,1881,Post Street,San Francisco,94115
Mission Street & 20th Street,,,,
Wells Fargo,,,San Francisco,
Mission Street & 22nd Street,,,,
Mission Street & 24th Street,,,,
24th Street & Mission Street,,,,
Chase,2900,Mission Street,San Francisco,
Mission Street & 26th Street,,,,
26th Street & Mission Street,,,,
Cesar Chavez Street & Mission Street,,,,
Mission Street & Powers Avenue,,,,
Mission Street & Valencia Street,,,,
v16 Sushi Lounge,,,,
Burger King,2978,16th Street,,94103
Haight Street & Masonic Avenue,,,,
Geary Boulevard & Commonwealth Avenue,,,,
Geary Boulevard & Stanyan Street,,,,
U.S. Bank,3550,Geary Boulevard,San Francisco,
Wells Fargo,3624,Geary Boulevard,San Francisco,
Chevron,,,,
Geary Boulevard & Arguello Boulevard,,,,
Arguello Boulevard & Geary Boulevard,,,,
Geary Boulevard & 3rd Avenue,,,,
Geary Boulevard & 6th Avenue,,,,
6th Avenue & Geary Boulevard,,,,
EastWest Unibank,4355,Geary Boulevard,San Francisco,
San Francisco Federal Credit Union,4375,Geary Boulevard,San Francisco,
Geary Boulevard & 9th Avenue,,,,
Citibank,4455,Geary Boulevard,San Francisco,
Geary Boulevard & 12th Avenue,,,,
Park Presidio Boulevard & Geary Boulevard,,,,
Geary Boulevard & Park Presidio Boulevard,,,,
Starr King Way & Gough Street,,,,
O'Farrell Street & Van Ness Avenue,,,,
O'Farrell Street & Larkin Street,,,,
O'Farrell Street & Hyde Street,,,,
Leavenworth Street & O'Farrell Street,,,,
O'Farrell Street & Leavenworth Street,,,,
O'Farrell Street & Taylor Street,,,,
Dollar,364,O'Farrell Street,San Francisco,
Thrifty,350,O'Farrell Street,San Francisco,
National & Alamo,520,O'Farrell Street,San Francisco,
O'Farrell Street & Powell Street,,,,
O'Farrell Street & Grant Avenue,,,,
Kayo Books,814,Post Street,San Francisco,94109
Post Street & Larkin Street,,,,
Post Street & Van Ness Avenue,,,,
Walgreens,1301,Franklin Street,San Francisco,94109
Post Street & Gough Street,,,,
Post Street & Octavia Street,,,,
Post Street & Laguna Street,,,,
SOKO Hardware,1698,Post Street,San Francisco,
California Bank & Trust,,,,
U.S. Bank,1675,Post Street,San Francisco,94115
Sutter Street & Laguna Street,,,,
Sutter Street & Buchanan Street,,,,
Sutter Street & Fillmore Street,,,,
Fillmore Street & Sutter Street,,,,
Sutter Street & Steiner Street,,,,
Sutter Street & Scott Street,,,,
Sutter Street & Divisadero Street,,,,
Divisadero Street & Sutter Street,,,,
Sutter Street & Baker Street,,,,
Sutter Street & Presidio Avenue,,,,
Presidio Avenue & Sutter Street,,,,
Divisadero Street & Bush Street,,,,
Wells Fargo,1750C,Bush Street,San Francisco,
Sterling Bank & Trust,1900,Fillmore Street,San Francisco,
Good Vibrations,603,Valencia Street,,94110
Good Vibrations,1620,Polk Street,,94109
Metro by T-Mobile,900,Van Ness Avenue,,
San Francisco Federal Credit Union,851,Van Ness Avenue,San Francisco,94109
Burger King,819,Van Ness Avenue,San Francisco,94109-7809
Round Table Pizza,801,Van Ness Avenue,San Francisco,
Ike's Kitchen,800,Van Ness Avenue,San Francisco,94109
The Eye Institute,711,Van Ness Avenue,San Francisco,
Turk Street & Polk Street,,,,
Son & Garden,700,Polk Street,San Francisco,
Pronto Pizza & Espresso,798,Eddy Street,San Francisco,
Eddy Street & Polk Street,,,,
Aspect Custom Framing,731,Polk Street,San Francisco,
Sam's Bakery,753,Polk Street,San Francisco,
Jarin Thia Cuisine,,,,
Eddy Street & Larkin Street,,,,
Larkin Street & Eddy Street,,,,
Eddy Street & Hyde Street,,,,
Eddy Street & Leavenworth Street,,,,
Eddy Street & Jones Street,,,,
Benjamin Franklin,,,,
In-N-Out Burger,333,Jefferson Street,San Francisco,94133
Chubby Noodle,570,Green Street,San Francisco,94133
Columbus Cafe,562,Green Street,San Francisco,94133
Sotto Mare,552,Green Street,San Francisco,
Healthy Spirits,300,Valencia Street,San Francisco,94103
Ritual Coffee Roasters,1026,Valencia Street,San Francisco,94110
Healthy Spirits,1042,Clement Street,San Francisco,94118
Shabu club,951,Clement Street,,
All Stars,901,Clement Street,,
Walgreens,745,Clement Street,San Francisco,94118
Hamburger Haven,800,Clement Street,San Francisco,94118
The APM,701,Clement Street,,
Giorgio's Pizza,151,Clement Street,San Francisco,94118
Cumaica Coffee,200,Clement Street,San Francisco,94118
Village Pizzeria,1,Clement Street,San Francisco,
Mollie Stone's,4201,18th Street,,
Walgreens,2145,Market Street,San Francisco,94114
Pilsner Inn,225,Church Street,,94114
The Rustic,215,Church Street,,94114
McCormick & Kuleto's,900,North Point Street,San Francisco,94109
House of Shields,39,New Montgomery Street,San Francisco,94105
Inle Burmese Cuisine,822,Irving Street,San Francisco,94122
Valencia Street Muscle,333,Valencia Street,,
E & M Market,399,Valencia Street,San Francisco,94103
Foodhall,3100,16th Street,San Francisco,94103
Puerto Allegre,546,Valencia Street,San Francisco,
Hot Cookie,407,Castro Street,,94114
Wooden Carving,,,,
Diamond Street & Bosworth Street,,,,
Bosworth Street & Diamond Street,,,,
Fred's Liquor,200,Valencia Street,,
Portsmouth Square Plaza Garage,,,,
Chinese Congregational Church,,,,
Carlin's Cafe,298,Valencia Street,,
Delirium,3141,16th Street,,
Community Thrift Store,,,,
Arepas,3198,16th Street,San Francisco,
Pakwan,3180-82,16th Street,San Francisco,94103
K&D Market,,,,
Tony's Cable Car,,,,
The Orbit Room,1900,Market Street,San Francisco,94102
Suppenküche,525,Laguna Street,,
Cafe Altano,602,Hayes Street,,
Bourbon and Branch,501,Jones Street,San Francisco,94102
Coast Hotel,,,,
Woodhouse Fish Co.,2073,Market Street,San Francisco,94114
Wells Fargo,2020,Market Street,San Francisco,94114
Mexico Au Parc,24,South Park,,
Delfina,3621,18th Street,San Francisco,94110
Bi-Rite Creamery,3692,18th Street,San Francisco,94110
Fort Mason Center,,,,
Rainbow market,,,,
Music Concourse Garage Fulton Entrance/Exit,,,,
Cote Sud,4238,18th Street,,
Haight Street & Buchanan Street,,,,
Haight Street & Laguna Street,,,,
Market Street & South Van Ness Avenue,,,,
Good Prospect Community Garden,,,,
Good Life Grocery,1524,20th Street,,
Billy's Dry Cleaners,,,,
Mochica,1469,18th Street,,94107
Goat Hill Pizza,300,Connecticut Street,,94107
Golden Flower,667,Jackson Street,,
Luv a Java,1300,Dolores Street,San Francisco,
Clooney's Pub,1401,Valencia Street,,
Dovre Club,1498,Valencia Street,,
Tidewater San Francisco,,,,
Serenity Dental Spa,345,California Street,San Francisco,94111
Asham Yoga,,,,
Harvest Market,2285,Market Street,San Francisco,94114
Alex Fitness,2275,Market Street,San Francisco,94114
Peet's Coffee,2257,Market Street,San Francisco,94114
Tara Indian Cuisine,2217,Market Street,San Francisco,94114
GoHealth Urgent Care,2288,Market Street,,
Thailand Restaurant,438A,Castro Street,,94114
Fratelli Pizza,460,Castro Street,,94114
Golden Gate Park Bike & Skate,3038,Fulton Street,,
76,401,Potrero Avenue,San Francisco,94110
Wave Organ,,,,
Oracle Park Ferry Terminal,,,,
Christmas Tree Point,,,,
Buckshot,3848,Geary Boulevard,,
Coit Tower Parking Lot,,,,
North Beach Restaurant,1512,Stockton Street,San Francisco,94133
JW & L Market,1401,Stockton Street,San Francisco,
La Boulange,,,,
Eureka Street & 18th Street,,,,
The Chieftain Irish Pub & Restaurant,198,5th Street,San Francisco,94103
Exploratorium,,,San Francisco,
Chestnut Street & Divisadero Street,,,,
Divisadero Street & Chestnut Street,,,,
Sugarcoat Salon,619,Post Street,San Francisco,
Sakana,605,Post Street,San Francisco,
Owl Tree,601,Post Street,San Francisco,
King Liquor,693,Post Street,San Francisco,
Hitachino Nest,639,Post Street,San Francisco,
Zzan,643,Post Street,San Francisco,94109
Mason Liquor & Deli,530,Mason Street,,
Akiko's Sushi Bar,542,Mason Street,San Francisco,94102
Club One Fitness,,,,
Level III,,,,
Lost Cat,587,Post Street,San Francisco,
Zingari,,,,
Honey Honey Cafe & Crepery,599,Post Street,San Francisco,
The White Horse,,,,
Matador,679,Sutter Street,San Francisco,
Marty's Liquor & Gourmet,657,Sutter Street,San Francisco,
Cesario's,601,Sutter Street,,
Marine's Memorial Theater,,,,
MMC Wine & Spirit,615,Sutter Street,San Francisco,
Presidio Transit Center,,,,
SF GreenClean,222,Halleck St.,,
Il Parco,,,,9429
Tide Building,,,,
Lombard Street & Lyon Street,,,,
Mixt Greens,,,,
Tlaloc,525,Commercial Street,San Francisco,94111
Taxi Stand at Hyatt Regency (along Drumm St),48,Drumm Street,San Francisco,94111
Walgreens,33,Drumm Street,,
The Laundry Corner,700,7th Avenue,San Francisco,
Headquarters of San Francisco Maritime National Historical Park,2,Marina Boulevard,San Francisco,94109
Matterhorn,2323,Van Ness Avenue,,
Hard Rock Cafe,,,,
Flickr HQ,475,Sansome Street,San Francisco,94111
Cafe Réveille,201,Steiner Street,San Francisco,94117
Uva Enoteca,568,Haight Street,San Francisco,94117
Kate's Kitchen,471,Haight Street,San Francisco,94117
House of Thai 2,494,Haight Street,,94117
Cafe International,,Haight Street,,
Memphis Minnie's,576,Haight Street,,
Indian Oven,233,Fillmore Street,San Francisco,94117
Le Cafe du Soleil,400,Waller Street,,
Haight Fillmore Whole Foods Co.,501,Haight Street,,94117
Metro Caffe,247,Fillmore Street,,
Love 'n' Haight,553,Haight Street,,
Mythic Pizza,551,Haight Street,,
Berliner Berliner,545,Haight Street,,
Kim's Precision Cuts,554,Columbus Avenue,,
CorePower Yoga,100,Church Street,,
Yoda Fountain,,,,
Lava Java,852,Stanyan Street,San Francisco,94117
Computer 5000,5000,Geary Boulevard,,
Clement Street & 12th Avenue,,,,
Richardson Avenue & Francisco Street,,,,
Hyde Street & Greenwich Street,,,,
Hyde Street & Lombard Street,,,,
Louie's Barber Shop,422,Castro Street,,94114
Haight Street & Clayton Street,,,,
Hayes Street & Clayton Street,,,,
Fulton Street & Masonic Avenue,,,,
Fulton Street & Clayton Street,,,,
Fulton Street & Parker Avenue,,,,
Fulton Street & Shrader Street,,,,
Arguello Boulevard & Fulton Street,,,,
Fulton Street & Arguello Boulevard,,,,
Cabrillo Street & 7th Avenue,,,,
6th Avenue & Balboa Street,,,,
Toast Eatery,1748,Church Street,San Francisco,94131
Philz Coffee,201,Berry Street,San Francisco,94158
KAIYŌ,1838,Union Street,San Francisco,94123
Sai's Vietnamese Restaurant,505,Washington Street,San Francisco,94111
Clipper Street & Grand View Avenue,,,,
Thinker's Cafe,,,,
Crystal Spa,577,Geary Street,San Francisco,
Henry's Hunan,,,,
Pharaohs Mediterranean Sandwiches,608,Geary Street,San Francisco,94102
Milan Pizza,606,Geary Street,San Francisco,
High Tide,600,Geary Street,San Francisco,
Rye,688,Geary Street,San Francisco,
Halal Fried Chicken,601,Geary Street,San Francisco,
Kinara Fusion Kitchen,607,Geary Street,San Francisco,
Marcela's Taqueria,595,Geary Street,San Francisco,94102
Bella Lucca Pizza,418,Geary Street,San Francisco,
The Thonglor,420,Geary Street,San Francisco,
Amami,430,Geary Street,San Francisco,94102
Bottle Club Pub,555,Geary Street,San Francisco,
The Mortimer,,,,
Tratto,501,Geary Street,San Francisco,
August Hall,420,Mason Street,San Francisco,94109
Bota Tapas & Paella Bar,,,,
David's Delicatessen & Diner,474,Geary Street,San Francisco,94102
Starbucks,442,Geary Street,San Francisco,
Biscuits & Blues,401,Mason Street,San Francisco,
Marina Boulevard & Laguna Street,,,,
Geary Club,768,Geary Street,San Francisco,94109
With a Twist,823,Geary Street,San Francisco,
A La Turca,869,Geary Street,San Francisco,
Domino's,876,Geary Street,San Francisco,94109
The Outsider,894,Geary Street,San Francisco,94109
Ha-Ra,875,Geary Street,San Francisco,94109
Moulin Rouge Restaurant,887,Geary Street,San Francisco,94109
Irving Pizza,,,,
Hoang Dat,930,Geary Street,San Francisco,94109
Edinburgh Castle,950,Geary Street,San Francisco,
Hanaro,939,Geary Boulevard,,
House of Thai,901,Larkin Street,San Francisco,
Ping Yang,955,Larkin Street,San Francisco,
Piroo,1101,Polk Street,San Francisco,94109
Mel's Kitchen,1050,Van Ness Avenue,San Francisco,
Taniku Izakaya,1035,Geary Street,San Francisco,94109
Kearny Street & North Point Street,,,,
Eureka Market,4151,17th Street,,
Curry Boyz,,,,
Does Your Mother Know,4141,18th Street,,94114
Hummus Mediterranean Kitchen,2164,Polk Street,San Francisco,94109
Bloodhound,1145,Folsom Street,San Francisco,
Nosh Box,1116,Folsom Street,San Francisco,94103
Extreme Pizza,1062,Folsom Street,San Francisco,94103
Fondue Cowboy,1052,Folsom Street,San Francisco,94103
Roark Gyms,1100,Folsom Street,San Francisco,94103
Laguna Street & Hayes Street,,,,
Petit Crenn,609,Hayes Street,,
Crescent Avenue & Porter Street,,,,
Sushi Hashiri,4,Mint Plaza,,94103
Leopold's,2400,Polk Street,San Francisco,
Anzu Restaurant,222,Mason Street,,
Hotel Abri,127,Ellis Street,,
Mission Bar,,,,
La Corneta,2726,,,
Fulton Street & Presidio Boulevard,,,,
Radiator,,,,
Clarion Music Center,816,Sacramento Street,San Francisco,
Bank of America,701,Grant Avenue,San Francisco,
Chinatown Restaurant,744,Washington Street,San Francisco,94108
Louie Brothers Book Store,,,,
Citibank,845,Grant Avenue,San Francisco,
Bing Kong Tong Benevolent Association,35,Waverly Place,San Francisco,94108
Chinese Historical Society of America,965,Clay Street,San Francisco,94108
Clay Medical Pharmacy,929,Clay Street,San Francisco,
California Street & Baker Street,,,,
Puccini & Pinetti,,,,
New Delhi,160,Ellis Street,,
Miyabiya Sushi and Grill,115,Cyril Magnin Street,San Francisco,
Magnin Street Cafe & Bistro,138,Cyril Magnin Street,San Francisco,
King Kee,101,Cyril Magnin Street,San Francisco,
Mellis Cafe,,Ellis Street,,
Lori's Diner,,,,
Urban Tavern,,,,
Jasper's,401,Taylor Street,,
Million Thai,385,Taylor Street,San Francisco,
Hinodeya Ramen & Bar,219,O'Farrell Street,San Francisco,94102
Johnny Foley's Irish House,243,O'Farrell Street,San Francisco,94102
Union Square Pizza & Kitchen,,,,
Starbucks,201,Powell Street,San Francisco,94102
Walgreens,135,Powell Street,San Francisco,94102
Boudin,,,,
King of Thai Noodle,184,O'Farrell Street,San Francisco,
H&M,150,Powell Street,,
Walgreens,825,Market Street,San Francisco,94103
Starbucks,780,Market Street,San Francisco,94102
Gap,,,,
Market Street (1100 Block),,,,
Castro Street & 17th Street,,,,
Market Street & Castro Street,,,,
17th Street & Diamond Street,,,,
Market Street & 16th Street,,,,
14th Street & Church Street,,,,
El Tesoro,599,O'Farrell Street,San Francisco,
Pakwan,501,O'Farrell Street,San Francisco,
El Rincon Yucateco,491,O'Farrell Street,San Francisco,
Marrakech,419,O'Farrell Street,San Francisco,
Napoli Pizza,1045,Polk Street,San Francisco,
Lush Lounge,1221,Polk Street,,
Uni Pizzeria & Grill,1230;1234,Polk Street,,
Mayes Oyster House,1233,Polk Street,San Francisco,
McTeague's Saloon,1237,Polk Street,San Francisco,
Modern Thai,1247,Polk Street,San Francisco,
DecoDance Bar,1160,Polk Street,San Francisco,94109
El Super Burrito,1200,Polk Street,San Francisco,94109
Sliders,1202,Sutter Street,San Francisco,
Crepes Ooh La La,1220,Polk Street,,
Wen's Kitchen,1150,Polk Street,San Francisco,94109
Crostini & Java,899,Hyde Street,San Francisco,94109
Colombini,835,Hyde Street,San Francisco,94109
First Congregational Church of San Francisco,1300,Polk Street,San Francisco,94109
Painted Ladies,,Steiner Street,San Francisco,94117
Ben Thai Cafe,1331,Polk Street,San Francisco,94109
Piccadilly Fish & Chips,1348,Polk Street,San Francisco,94109
Providence,1351,Polk Street,San Francisco,94109
Aicha,1303,Polk Street,San Francisco,
El Lopo,1327,Polk Street,San Francisco,94109
Ti Piacera,1507,Polk Street,San Francisco,
Nara Sushi,1515,Polk Street,San Francisco,94109
Swan Oyster Depot,1517,Polk Street,,
Donuts & Things,1549,Polk Street,,
Victor's Pizzeria & Restaurant,1411,Polk Street,San Francisco,
Crustacean,,,,
Star Bagels,1475,Polk Street,,94109
Bamboo,1441,Polk Street,San Francisco,
Pho Vietnam,1406,Polk Street,San Francisco,
Himalayan Cuisine,1412,Polk Street,San Francisco,
New Village Cafe,1426,Polk Street,,
Karahi House,1409,Polk Street,San Francisco,
Kearny Street & Geary Street,,,,
Moka Coffee,1605,Polk Street,,
Dunya,1609,Polk Street,,
Bob's Donuts,1621,Polk Street,San Francisco,
Co Nam,1653,Polk Street,,
Hoi.An,1608,Polk Street,San Francisco,
Deena's Market,600,O'Farrell Street,,
Starbucks,1,Letterman Drive,San Francisco,94129
Café de la Presse,352,Grant Avenue,San Francisco,94108
American Grilled Cheese Kitchen,,,,
Leavenworth Street & Sacramento Street,,,,
Bush Street & Hyde Street,,,,
Leavenworth Street & Clay Street,,,,
Pacific Avenue & Leavenworth Street,,,,
Kingdom Hall of Jehovah's Witnesses,,,,
China Express,,,,
ODC Dance Commons,,,,
Truly Mediteranean,3109,16th Street,,94103
Mel's Drive-In,801,Mission Street,San Francisco,94103
Starco Mart,,,,
Hotel Union Square,,,,
Shalimar,532,Jones Street,,
Connecticut Street & 18th Street,,,,
The Andrews Hotel,624,Post Street,San Francisco,94109
